,Type,Viewership Score,Days In Top 10
6789,TV Show,64,17
6790,TV Show,193,24
6791,TV Show,106,12
6792,TV Show,439,69
6793,Movie,37,7
6794,TV Show,62,8
6795,TV Show,97,12
6796,Movie,33,8
6797,Movie,76,11
6798,TV Show,66,18
6799,TV Show,56,12
6800,TV Show,203,25
6801,TV Show,115,13
6802,TV Show,447,70
6803,Movie,44,8
6804,TV Show,68,9
6805,TV Show,27,8
6806,Movie,37,9
6807,TV Show,100,13
6808,TV Show,18,6
6809,Movie,77,12
6810,TV Show,213,26
6811,TV Show,124,14
6812,TV Show,35,9
6813,TV Show,454,71
6814,Movie,50,9
6815,TV Show,73,10
6816,Movie,41,10
6817,TV Show,103,14
6818,TV Show,20,7
6819,Movie,78,13
6820,TV Show,10,1
6821,TV Show,222,27
6822,TV Show,99,19
6823,Movie,7,1
6824,TV Show,130,15
6825,TV Show,459,72
6826,Movie,54,10
6827,Movie,44,11
6828,TV Show,75,11
6829,TV Show,36,10
6830,TV Show,20,2
6831,TV Show,108,20
6832,TV Show,230,28
6833,Movie,14,2
6834,TV Show,136,16
6835,TV Show,464,73
6836,Movie,58,11
6837,Movie,47,12
6838,TV Show,77,12
6839,TV Show,37,11
6840,TV Show,30,3
6841,TV Show,117,21
6842,TV Show,238,29
6843,TV Show,143,17
6844,Movie,20,3
6845,Movie,52,13
6846,TV Show,468,74
6847,TV Show,80,13
6848,Movie,60,12
6849,TV Show,38,12
6850,TV Show,40,4
6851,TV Show,126,22
6852,TV Show,246,30
6853,TV Show,150,18
6854,TV Show,474,75
6855,Movie,65,13
6856,Movie,56,14
6857,Movie,23,4
6858,TV Show,40,13
6859,TV Show,81,14
6860,TV Show,50,5
6861,TV Show,135,23
6862,TV Show,254,31
6863,TV Show,157,19
6864,TV Show,480,76
6865,Movie,70,14
6866,Movie,60,15
6867,TV Show,84,15
6868,TV Show,42,14
6869,Movie,1,1
6870,TV Show,60,6
6871,TV Show,144,24
6872,TV Show,262,32
6873,TV Show,7,1
6874,TV Show,486,77
6875,TV Show,162,20
6876,Movie,4,1
6877,Movie,4,2
6878,Movie,62,16
6879,Movie,71,15
6880,TV Show,70,7
6881,TV Show,153,25
6882,TV Show,270,33
6883,TV Show,14,2
6884,TV Show,492,78
6885,Movie,5,1
6886,Movie,8,3
6887,TV Show,165,21
6888,Movie,6,2
6889,Movie,63,17
6890,TV Show,80,8
6891,TV Show,162,26
6892,Movie,8,1
6893,TV Show,277,34
6894,TV Show,6,1
6895,TV Show,188,26
6896,TV Show,18,3
6897,TV Show,495,79
6898,TV Show,167,22
6899,Movie,64,18
6900,TV Show,90,9
6901,TV Show,171,27
6902,Movie,16,2
6903,TV Show,284,35
6904,TV Show,12,2
6905,TV Show,193,27
6906,TV Show,499,80
6907,TV Show,170,23
6908,Movie,8,3
6909,Movie,65,19
6910,TV Show,100,10
6911,TV Show,180,28
6912,Movie,24,3
6913,TV Show,291,36
6914,TV Show,199,28
6915,TV Show,17,3
6916,TV Show,503,81
6917,Movie,11,4
6918,TV Show,172,24
6919,Movie,9,4
6920,TV Show,110,11
6921,TV Show,189,29
6922,TV Show,299,37
6923,Movie,31,4
6924,TV Show,23,4
6925,TV Show,204,29
6926,TV Show,176,25
6927,TV Show,506,82
6928,Movie,67,20
6929,Movie,10,5
6930,TV Show,120,12
6931,TV Show,198,30
6932,TV Show,307,38
6933,Movie,38,5
6934,TV Show,512,83
6935,TV Show,209,30
6936,TV Show,27,5
6937,TV Show,179,26
6938,Movie,69,21
6939,Movie,11,6
6940,TV Show,130,13
6941,TV Show,207,31
6942,TV Show,26,4
6943,TV Show,314,39
6944,TV Show,518,84
6945,TV Show,184,27
6946,TV Show,31,6
6947,TV Show,212,31
6948,Movie,71,22
6949,Movie,39,6
6950,TV Show,140,14
6951,TV Show,216,32
6952,TV Show,34,5
6953,TV Show,321,40
6954,TV Show,524,85
6955,Movie,76,23
6956,TV Show,188,28
6957,TV Show,34,7
6958,TV Show,214,32
6959,TV Show,1472,427
6960,Movie,10,1
6961,TV Show,225,33
6962,TV Show,148,15
6963,TV Show,7,1
6964,TV Show,40,6
6965,TV Show,326,41
6966,Movie,80,24
6967,TV Show,527,86
6968,TV Show,36,8
6969,TV Show,189,29
6970,Movie,20,2
6971,TV Show,16,2
6972,TV Show,156,16
6973,TV Show,232,34
6974,TV Show,332,42
6975,Movie,5,1
6976,TV Show,44,7
6977,Movie,83,25
6978,TV Show,38,9
6979,TV Show,528,87
6980,TV Show,26,3
6981,Movie,29,3
6982,TV Show,164,17
6983,TV Show,239,35
6984,Movie,11,2
6985,TV Show,337,43
6986,TV Show,532,88
6987,TV Show,47,8
6988,Movie,85,26
6989,TV Show,39,10
6990,TV Show,36,4
6991,TV Show,173,18
6992,Movie,37,4
6993,TV Show,246,36
6994,Movie,17,3
6995,TV Show,342,44
6996,TV Show,536,89
6997,Movie,88,27
6998,TV Show,1474,428
6999,TV Show,48,9
7000,TV Show,46,5
7001,TV Show,9,1
7002,TV Show,181,19
7003,Movie,44,5
7004,TV Show,252,37
7005,Movie,5,1
7006,Movie,4,1
7007,Movie,3,1
7008,TV Show,344,45
7009,Movie,18,4
7010,TV Show,19,2
7011,TV Show,55,6
7012,TV Show,189,20
7013,Movie,51,6
7014,TV Show,258,38
7015,TV Show,53,10
7016,Movie,9,2
7017,Movie,6,2
7018,Movie,2,1
7019,Movie,5,2
7020,TV Show,29,3
7021,TV Show,64,7
7022,TV Show,197,21
7023,Movie,7,1
7024,Movie,57,7
7025,TV Show,263,39
7026,Movie,13,3
7027,TV Show,56,11
7028,Movie,4,2
7029,Movie,6,3
7030,TV Show,273,40
7031,TV Show,9,1
7032,TV Show,37,4
7033,TV Show,204,22
7034,TV Show,70,8
7035,Movie,12,2
7036,Movie,61,8
7037,Movie,16,4
7038,TV Show,58,12
7039,Movie,1,1
7040,TV Show,19,2
7041,TV Show,46,5
7042,TV Show,281,41
7043,TV Show,211,23
7044,TV Show,76,9
7045,Movie,17,3
7046,Movie,65,9
7047,Movie,19,5
7048,Movie,3,2
7049,Movie,7,3
7050,TV Show,29,3
7051,TV Show,55,6
7052,TV Show,219,24
7053,TV Show,288,42
7054,TV Show,82,10
7055,Movie,22,4
7056,Movie,69,10
7057,Movie,22,6
7058,Movie,5,3
7059,Movie,8,4
7060,TV Show,39,4
7061,TV Show,228,25
7062,TV Show,63,7
7063,TV Show,295,43
7064,TV Show,124,23
7065,TV Show,87,11
7066,Movie,26,5
7067,Movie,25,7
7068,Movie,7,4
7069,Movie,70,11
7070,TV Show,49,5
7071,TV Show,133,24
7072,TV Show,236,26
7073,TV Show,70,8
7074,TV Show,301,44
7075,TV Show,92,12
7076,Movie,29,8
7077,Movie,10,5
7078,Movie,28,6
7079,Movie,1,1
7080,TV Show,59,6
7081,TV Show,52,12
7082,TV Show,141,25
7083,TV Show,243,27
7084,TV Show,76,9
7085,TV Show,306,45
7086,TV Show,96,13
7087,Movie,4,2
7088,Movie,31,9
7089,Movie,11,6
7090,TV Show,62,13
7091,TV Show,68,7
7092,TV Show,149,26
7093,TV Show,250,28
7094,TV Show,312,46
7095,TV Show,81,10
7096,TV Show,100,14
7097,Movie,7,3
7098,Movie,33,10
7099,Movie,12,7
